4.015846532509498047e+03,2.386760276395757390e-17
4.031909972424186435e+03,5.651438123553334390e-17
4.048037704627255152e+03,4.104837052994834398e-17
4.064229726943511650e+03,1.327397666751077554e-17
4.080486778361366760e+03,1.453544824346734774e-17
4.096808485344873588e+03,3.460939426472090124e-17
4.113195974956657665e+03,2.571765261458771563e-17
4.129648490461840083e+03,3.865941111525607745e-17
4.146167173580919552e+03,6.314804890213320056e-17
4.162752029766668784e+03,3.376842346438273275e-17
4.179403058190914635e+03,4.618941392786139834e-17
4.196120646806817604e+03,1.211646726899695968e-17
4.212905189703018550e+03,2.527387346733172516e-17
4.229756685677411042e+03,5.447481566386754914e-17
4.246675531806217805e+03,4.285807832072315377e-17
4.263662539537026532e+03,1.037411876873383364e-16
4.280716894750522442e+03,2.145681147118177510e-17
4.297839823443023306e+03,5.123134654881947438e-18
4.315031330917916421e+03,5.629179846824253339e-17
4.332291415962322390e+03,4.181864602354495208e-17
4.349620495346616735e+03,3.336757292581855614e-17
4.367018992675856680e+03,4.463974463585013290e-17
4.384486907061798775e+03,1.900801228714821950e-17
4.402025100742854193e+03,1.766271902595919601e-17
4.419633141759514729e+03,6.783248663340400712e-17
4.437311461287023121e+03,8.627215374239413732e-17
4.455060943176675210e+03,7.376644746771140523e-17
4.472881145802443825e+03,8.443818930728960633e-17
4.490772511691920045e+03,9.211097484799405084e-17
4.508735947119454067e+03,7.313882462960775959e-17
4.526770540926228932e+03,7.675296533833168010e-17
4.544877663725100319e+03,8.178937328935175752e-17
4.563057321466870235e+03,6.977827931388895337e-17
4.581309513217061976e+03,3.149030920443381487e-17
4.599634705866056720e+03,3.573381364398945797e-17
4.618033374365044438e+03,2.462202593878345703e-17
4.636505519396181626e+03,1.130227268246866857e-16
4.655051620918997287e+03,5.102416563668191764e-17
4.673671677004653247e+03,8.412344650408943020e-17
4.692366172731515690e+03,4.802543913760845380e-17
4.711135601698555547e+03,8.255476523132123096e-17
4.729980466197037458e+03,6.988592575600062735e-17
4.748900265048851907e+03,1.216314368526695704e-16
4.767896004337492741e+03,6.532093565572763461e-17
4.786967686710014277e+03,9.513100811406756677e-17
4.806115307532405495e+03,8.840814705571744958e-17
4.825339899931574109e+03,4.597039144615633002e-17
4.844640942621884278e+03,8.351820605891421240e-17
4.864019483121198391e+03,8.753868819102112805e-17
4.883476060063301702e+03,4.829183628817482834e-17
4.903009603168389731e+03,9.310835369397121477e-17
4.922621719587492407e+03,1.606297675751373756e-16
4.942312416150464742e+03,1.194477294597235508e-16
4.962081692235749870e+03,8.790916144911498657e-17
4.981930096682735893e+03,1.601106524853189123e-16
5.001857626910603358e+03,1.189922615632737482e-16
5.021864838673934173e+03,1.508563505932248714e-16
5.041952298028629230e+03,1.234317734730777917e-16
5.062120006399387421e+03,1.592487546254063439e-16
5.082368537239754914e+03,1.484808249157250755e-16
5.102698474715945849e+03,1.131459851149448807e-16
5.123109235757632632e+03,1.668008269481439401e-16
5.143601398273181076e+03,6.583857791089591309e-17
5.164175551086186715e+03,1.824165062782512064e-16
5.184832294155702584e+03,1.244207908189275636e-16
5.205571630601633842e+03,7.922266687150258175e-17
5.226394168704266121e+03,1.492210888382830886e-16
5.247299910340181668e+03,1.274638714044954723e-16
5.268288849388117342e+03,1.553392978882123345e-16
5.289362227440225070e+03,1.123612210532948389e-16
5.310519419127356741e+03,1.479806358685490943e-16
5.331761684912245073e+03,1.194282747887196451e-16
5.353088709871647552e+03,1.774934084142626510e-16
5.374501133158566518e+03,1.257149942603647928e-16
5.395998952833710064e+03,1.879041449478748073e-16
5.417583146794591812e+03,1.423663243367457732e-16
5.439253388110801097e+03,1.323022024485761524e-16
5.461010334994698496e+03,1.246929157522621261e-16
5.482854321228249319e+03,1.329256738004879730e-16
5.504785682965002707e+03,2.034482880535774657e-16
5.526805101566960730e+03,1.285642934614481936e-16
5.548912235244845760e+03,2.227852427449956793e-16
5.571107767621032508e+03,8.993201810266950034e-17
5.593392395922279320e+03,1.674037201857071403e-16
5.615765769514227941e+03,1.979845633867133383e-16
5.638228944876183050e+03,2.126253778696185682e-16
5.660781925127567774e+03,1.686384175625332297e-16
5.683425067270009094e+03,2.133606399339350321e-16
5.706158731144846570e+03,2.033388758423694609e-16
5.728983279490516907e+03,1.913904314504696090e-16
5.751899078001089947e+03,2.220939450656338737e-16
5.774906869641872618e+03,2.059319941111160297e-16
5.798006280686755417e+03,1.837249572335561159e-16
5.821198437619706056e+03,1.934165860237877690e-16
5.844483344383324948e+03,2.208024017086896026e-16
5.867860996042126317e+03,2.360805512064522469e-16
5.891332547099582371e+03,2.099428591564907737e-16
5.914898002426059065e+03,2.105337680274583630e-16
5.938557357921045877e+03,1.766919786674746292e-16
5.962311797154073247e+03,2.890019171954879191e-16
5.986160924181829614e+03,2.030695419512124417e-16
6.010105537193793680e+03,1.388795222210813530e-16
6.034146042367166956e+03,1.898764334082372463e-16
6.058282849710310984e+03,2.708536170739720618e-16
6.082515957951233759e+03,2.418555440583261499e-16
6.106845775008346209e+03,1.603216011914847312e-16
6.131273134577706514e+03,1.428548534605497345e-16
6.155798462614737218e+03,2.268753169213985855e-16
6.180421331980087416e+03,2.038940535297641664e-16
6.205143020751020231e+03,2.047722426202595898e-16
6.229963967660082744e+03,2.565255274748254427e-16
6.254883737819133785e+03,1.274836881978866350e-16
6.279903200477659993e+03,1.773764268430579988e-16
6.305022797283223554e+03,2.796446663888264954e-16
6.330242974470083936e+03,1.988427425429924430e-16
6.355563729650256391e+03,2.170722348989091138e-16
6.380985964543824593e+03,1.620822350232445802e-16
6.406510139618352696e+03,2.548783346534900037e-16
6.432136256016998232e+03,2.123074178588811401e-16
6.457864773072245953e+03,2.403997182464713886e-16
6.483696155103622004e+03,2.508969226728668436e-16
6.509630871518408640e+03,1.903196611198290179e-16
6.535669396914268873e+03,3.146328753795096631e-16
6.561812211183798354e+03,2.510855274862593449e-16
6.588059312548378330e+03,2.420821255458853795e-16
6.614411671075756203e+03,2.464011478508146890e-16
6.640869288183605931e+03,2.048260822496328865e-16
6.667432654032462779e+03,2.525245999359033942e-16
6.694102264438502061e+03,1.978368955395882726e-16
6.720878620987656177e+03,3.205228319674475588e-16
6.747762231151872584e+03,2.735571926862664429e-16
6.774753608407528191e+03,3.403609204275996918e-16
6.801852233959696605e+03,2.821969873602377899e-16
6.829059655406133061e+03,3.089890846025476035e-16
6.856375877213247804e+03,3.073700829260234326e-16
6.883801425213999210e+03,3.462545702569640161e-16
6.911336831665496902e+03,2.987025969011741860e-16
6.938982095034342819e+03,4.042570431985924647e-16
6.966738292497097973e+03,3.598158902210768860e-16
6.994604878181204185e+03,2.993516793503884926e-16
7.022583491729549678e+03,4.417577950791576621e-16
7.050673583430330837e+03,4.341475138230664844e-16
7.078876262080961169e+03,4.698749979419443027e-16
7.107192094597439791e+03,3.412696081365225888e-16
7.135620512394152684e+03,3.627289750074079132e-16
7.164163221624257858e+03,4.870741743221755882e-16
7.192819650135442316e+03,4.216731085877128120e-16
7.221590952052881221e+03,3.998085858471231550e-16
7.250477717776182544e+03,4.572572982623115474e-16
7.279479356186832774e+03,5.021652112217965537e-16
7.308597044343146081e+03,4.896052227529524445e-16
7.337831986212599986e+03,4.307073624743963687e-16
7.367182976852500360e+03,5.283860972210017944e-16
7.396651831065225451e+03,5.120230300523928205e-16
